cod_ibge,latitude,longitude,altitude,dist_cap_uf,dist_cap_fed,area_1920,area_1940,area_1950,area_1960,area_1970,area_1980,area_1985,area_1991,area_1995,area_1998,area_2000,area_2010,temp_media,temp_var,chuva_media,chuva_var
3204005,-19.225,40.8513888889,190,132.5772549488,842.9144695522,NA,NA,NA,NA,920,920,920,826.6,826,826.6,824.1,823.8,22.755555,4.2444433334,97.30556166665,128.9888966667
3204054,-18.0302777778,40.1505555556,140,254.1653916199,865.4358204632,NA,NA,NA,NA,NA,NA,550,582.3,582,582.3,580.4,434.1,24.1,3.9333333334000002,98.26666666665,76.96666666670001
3204104,-18.3702777778,40.2133333333,710,216.1646119035,869.9897495425,NA,NA,NA,NA,960,960,960,887.8,887,887.8,959.2,975.4,23.861113333349998,3.9444466666999993,94.96111833334999,88.56667666669999
3204203,-20.8377777778,40.7219444444,2,69.9826897686,945.5833839882,224,NA,NA,NA,91,91,91,73.1,73,73.2,72.9,74.6,23.65,4.6333333333999995,88.9833333333,86.9
3204252,-18.1236111111,40.5411111111,290,244.0095537396,828.6625035627,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,401.2,356.2,NA,NA,NA,NA
3204302,-21.0988888889,41.0466666667,55,113.5808781747,935.6249086238,NA,NA,NA,NA,538,538,538,588.3,588,588.3,586.7,586.5,23.55,4.833333333399999,79.1833333333,91.5
3204351,-19.265,40.3333333333,95,116.7315654317,894.1503543389,NA,NA,NA,NA,NA,NA,428,696.4,696,696.4,694.3,645.5,23.56666666665,4.0666666667000015,96.02223,109.44445333339999
3204401,-20.8625,40.9363888889,70,86.658255995,929.022806123,594.66,195,192,198,198,198,198,205.7,205,205.7,205.2,203.7,21.5,4.666666666600001,97.60000000000001,109.4
3204500,-20.1005555556,40.5297222222,16,31.4588031729,918.3431018141,1325.33,1520,1439,1382,1387,1387,1387,712.8,712,712.8,710.8,716.4,21.6166666667,4.400000000000002,105.60000000000001,110.7666666666
3204559,-20.0405555556,40.7461111111,700,52.6801422684,895.4434761069,NA,NA,NA,NA,NA,NA,NA,736.3,736,736.3,734.1,735.6,19.89166666665,4.483333333300003,110.11666666665,131.2333333333
3204609,-19.9355555556,40.6002777778,655,50.5928711818,902.8340521621,793.33,1138,1005,1007,1002,1002,1002,1043.5,1043,711.1,709.1,694.5,21.90416666665,4.4083333333,103.8125,124.375
3204658,-19.1436111111,40.6236111111,180,133.5720136018,860.7775447854,NA,NA,NA,NA,NA,NA,NA,NA,298,298.9,298,299.5,23.25,4.100000000000001,95.66666666665,118.26666666670002
3204708,-19.0175,40.5355555556,140,145.6124415403,863.5789908388,NA,NA,NA,NA,1326,1326,1326,547.6,547,434.6,433.2,432.8,23.15833333335,4.016666666700001,95.4166666667,111.80000000000001
3204807,-21.0252777778,41.6544444444,320,157.8913760705,881.3597133037,388.66,424,387,370,278,278,278,279.4,279,279.4,278.7,272.6,21.633333333350002,5.266666666700001,103.75,151.23333333340003
3204906,-18.7161111111,39.8588888889,36,184.469975913,917.7888762324,9150.66,5482,4965,3475,3077,3077,2543,2327.4,2327,2327.4,2283.6,2343.2,23.98333333335,3.958333333299997,95.8770833333,85.0375
3204955,-19.7388888889,40.6569444444,120,72.4294191064,887.0795485689,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.5,341.5,342.4,NA,NA,NA,NA
3205002,-20.1286111111,40.3077777778,70,21.3582852753,940.028723419,316,363,559,547,547,547,547,552.7,552,552.7,551.1,553.5,24.333333333349998,4.366666666700002,101.19166666665,89.6833333333
3205010,-19.1969444444,40.0977777778,59,126.7845613073,913.7771106507,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.7,585.6,593.4,NA,NA,NA,NA
3205036,-20.6713888889,41.0069444444,650,79.9457915329,910.6795281921,NA,NA,NA,NA,NA,NA,NA,407.9,407,407.9,406.8,414.7,20.06666666665,4.733333333299999,106.0666666667,131.2
3205069,-20.3397222222,41.1347222222,630,83.2566549235,878.7989803564,NA,NA,NA,NA,NA,NA,NA,188.9,188,188.9,188.4,187.9,18.6,4.666666666599998,113.43333333334999,142.5333333333
3205101,-20.3902777778,40.4961111111,34,18.2979681046,937.8936813828,206.66,435,288,328,328,328,328,294.9,294,294.9,294.1,311.6,23.03333333335,4.4666666667,100.1166666667,94.70000000000002
3205150,-18.615,40.6113888889,195,190.8556638611,839.3696549746,NA,NA,NA,NA,NA,NA,NA,NA,436,436.3,434.9,432.7,23.41666666665,4.0333333333,93.01666666665,108.1666666667
3205176,-18.9977777778,40.3891666667,140,146.4100969989,876.9061901683,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.7,471.3,464.4,NA,NA,NA,NA
3205200,-20.3297222222,40.2925,5,4.8635700719,952.6058457305,201.34,240,217,232,232,232,232,218.9,218,218.8,218.2,212.4,24.53333333335,4.266666666700001,99.08333333335,77.7666666667
3205309,-20.3194444444,40.3377777778,3,0,947.9562333079,213.33,319,70,81,81,81,81,89,NA,89,88.8,98.5,24.7166666667,4.299999999999997,101.78333333329999,76.69999999999999
3299919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3299929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5200050,-16.7572222222,49.4375,898,21.4273554519,194.1089058499,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.9,136.4,146.8,NA,NA,NA,NA
5200100,-16.2041666667,48.7069444444,1052,78.5423311022,95.5390133577,NA,NA,NA,1046,1046,1046,1046,1047.7,1047,1047.7,1044.2,1045.1,21.955555,2.2444433333999996,133.7055666667,245.8778
5200134,-17.3955555556,50.3769444444,542,143.5020259513,316.519979709,NA,NA,NA,NA,NA,2478,2478,1571.1,1571,1571.1,1566,1566,24.1291666667,2.3249999999999993,134.27916666669998,243.67499999999998
5200159,-16.415,50.1655555556,649,101.5924762972,249.3210147955,NA,NA,NA,NA,NA,NA,NA,115.7,115,115.7,115.3,115.4,24.25,1.5,137.68333333335,254.36666666669998
5200175,-14.9855555556,47.7841666667,980,244.7248321292,89.2563434161,NA,NA,NA,NA,NA,NA,NA,2036.7,2036,2036.7,2029.4,2029.4,21.69722166665,1.6277766666999973,135.4750166667,252.11669999999998
5200209,-18.0736111111,48.7622222222,682,162.994037845,268.9104250074,NA,NA,NA,494,494,494,494,454.3,454,454.3,452.9,452.9,23.03333333335,3.6666666666999994,127,235.60000000000002
5200258,-15.7619444444,48.2816666667,1080,145.2444244225,37.7655903035,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.9,191.2,188.4,NA,NA,NA,NA
5200308,-16.0822222222,48.5072222222,1096,103.5325693722,70.3152749386,NA,NA,NA,877,877,877,877,850.8,850,850.8,847.9,847.9,21.683335,2.366669999999999,131.7666776667,243.955578
5200506,-17.7272222222,49.4802777778,672,118.5253228515,271.6370184571,NA,NA,NA,121,121,121,121,102.5,102,102.5,102.2,102.2,23.45,2.9666666665999983,129.08333333335,237.76666666670002
5200555,-14.1955555556,49.3386111111,375,274.9117785184,231.7126983835,NA,NA,NA,NA,NA,NA,NA,NA,505,505.6,503.8,503.8,25.3083333333,1.1500000000000021,145.575,278.48333333339997
5200605,-14.1325,47.51,1186,338.2634317697,187.7742979219,NA,NA,NA,2368,2429,2429,2429,2603.4,2603,2603.4,2593.9,2593.9,22.42619166665,1.1857166666999994,135.95476833335,255.4523966667
5200803,-14.4808333333,46.4922222222,490,383.2601454872,211.0255810891,NA,NA,NA,NA,1101,1101,1101,1288.1,1495,1296.6,1291.9,1259.4,23.59583333335,1.6083333332999992,128.1,245.7666666666
5200829,-13.9263888889,49.2972222222,55,304.5777221188,252.4195524706,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418.1,1412.9,1343.2,NA,NA,NA,NA
5200852,-16.2547222222,49.9827777778,890,90.8785655051,225.9370520999,NA,NA,NA,NA,NA,NA,106,134,134,134,133.6,133.6,23.225,1.3833333333999995,138.63333333330002,254.00000000000003
5200902,-16.6191666667,51.0936111111,641,196.3836375668,350.8422714224,NA,NA,NA,539,539,539,539,409.9,409,409.9,408.6,408.5,24.0333333333,1.8999999999999986,139.01666666665,253.93333333329997
5201108,-16.3266666667,48.9527777778,1017,50.5024441071,125.0945356503,5375,2622,2121,1450,1263,1263,1263,1078.2,1078,1078.2,1074.5,933.2,22.28333333335,2.1333333333000013,135.95000000000002,249.20000000000002
5201207,-18.3372222222,48.2191666667,561,213.945620578,284.7146717279,NA,NA,NA,44,44,44,44,55,55,55,54.8,57,22.75,3.7666666666000026,128.4,240.8666666666
5201306,-16.4611111111,49.9616666667,692,79.2832234786,230.0731616636,3005,1831,1680,1163,939,939,833,964.9,964,964.9,961.6,979.2,23.4916666667,1.5500000000000007,136.66666666665,251.1666666667
5201405,-16.8233333333,49.2438888889,808,16.0515987303,181.8381400562,NA,NA,NA,NA,383,383,383,290.1,290,290.1,289.1,288.3,22.75,2.633333333400003,126.61666666665,234.6333333333
5201454,-18.2988888889,51.1452777778,0,269.2817763434,441.5145120113,NA,NA,NA,NA,NA,NA,NA,NA,604,604.2,602.3,602.1,23.583333333349998,2.6333333332999977,137.35,233.5333333334
5201504,-18.9652777778,51.9263888889,538,379.9038023337,552.011795851,NA,NA,NA,5030,5030,5030,5030,5100.2,2909,2909.6,2900.6,2900.2,23.225,3.2416666666000005,136.0375,220.45
5201603,-16.3575,49.6811111111,716,57.8190654766,198.009144491,NA,NA,NA,238,238,238,238,154.1,154,154.1,153.6,148.9,23.35,1.766666666599999,135.29999999999998,249.13333333339997
5201702,-15.8975,52.2508333333,310,331.7835515472,463.0790438807,NA,NA,NA,1080,1080,1080,1080,714,714,714,711.5,662.9,24.675,2.6000000000000014,140.1125,264.14166666660003
5201801,-16.9119444444,49.4513888889,859,33.3182103373,205.2704558184,NA,NA,NA,442,442,442,442,238.2,238,219.5,218.8,219.6,22.68333333335,2.5666666667000015,127.5666666667,235
5202155,-15.0908333333,50.6322222222,304,229.4834528387,299.9195870907,NA,NA,NA,NA,NA,NA,1924,2201.6,2201,2201.6,2193.8,2193.7,25.03333333335,1.1066666667000007,145.8433333333,275.1
5202353,-16.3861111111,51.5602777778,416,248.3274047047,394.2027185137,NA,NA,NA,NA,NA,NA,1171,1078.3,1078,1078.3,1074.7,1074.6,24.455556666649997,2.1111066666999996,139.95555000000002,258.9777666666
5202502,-14.9202777778,51.0830555556,250,276.1692381943,351.7000472314,NA,NA,NA,4336,4315,4315,4315,3061,3061,3061,3050.1,3050.3,25.5533333333,1.4600000000000009,145.83166666670002,278.27
5202601,-16.6816666667,50.4647222222,520,129.1589863606,288.8241693619,NA,NA,2683,711,683,683,683,567,567,567,565.1,565.3,24.083333333349998,1.7333333332999992,137.5416666667,252.14999999999998
5202809,-16.4658333333,49.7577777778,729,58.7086434488,209.7752665974,NA,NA,NA,NA,200,200,200,164.6,164,164.6,164,173.6,23.88333333335,1.9666666667000001,133.01666666665002,246.83333333330003
5203104,-16.1961111111,52.545,342,355.5323071194,496.1871666121,NA,NA,4185,1685,1685,1685,1685,1788.6,1788,1788.6,1782.5,1782.6,23.5277766667,2.9222199999999994,139.8194605,259.094479
5203203,-14.9708333333,48.9158333333,605,192.419029107,138.6387695047,NA,NA,NA,2513,2513,2513,2122,2050.3,2050,1231.8,1227.4,1093.2,23.695833333350002,1.2916666666999994,145.7375,272.48333333339997
5203302,-16.9727777778,48.9533333333,803,45.67404622,171.437563188,1559,2206,1860,1723,1723,1723,1723,1578.3,1280,1280.9,1276.6,1255.4,22.36111166665,2.9444433333000006,128.1555615,236.40001033340002
5203401,-16.2097222222,52.1722222222,386,315.9651611093,456.6098132966,NA,NA,NA,1557,1557,1557,1557,1857.3,1857,1857.3,1850.9,1899.5,23.90666666665,2.5866666666999976,140.22666666665,260.5733333333
5203500,-18.2138888889,49.7408333333,619,177.6181151868,331.3155565968,NA,NA,NA,NA,1653,1653,1653,1409.7,1409,1409.7,1405.3,1405.1,23.666666666650002,2.7066666666999986,131.79333333329998,238.67999999999998
5203559,-16.6177777778,48.9633333333,948,31.7210825501,144.280989215,NA,NA,NA,NA,NA,NA,NA,122.7,122,122.7,122.3,122.3,22.3333333333,2.6000000000000014,129.20000000000002,238.0666666666
5203575,-13.6363888889,49.8102777778,290,341.8972447213,311.8692228931,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634.5,1628.4,1628.5,NA,NA,NA,NA
5203609,-16.4305555556,49.3891666667,761,31.0172584155,171.9457821666,NA,NA,NA,148,148,148,148,124,124,124,123.6,123.1,22.93333333335,2.0666666667000015,133.31666666665,245.7666666667
5203807,-15.2411111111,51.1605555556,263,258.7905650609,351.7399476289,NA,NA,NA,NA,1114,1114,1114,1466.6,1466,1466.6,1461.4,1461.2,25.445833333350002,1.6416666667000008,143.8125,273.475
5203906,-18.14,49.0402777778,786,163.3246037085,286.7478707188,1740,1124,709,1008,1008,1008,1008,900.3,900,900.3,897.4,895.5,22.833331666649997,3.4222233333,126.34444383335001,233.0444456667
5203939,-16.1808333333,50.4311111111,520,137.2732189518,271.4256499057,NA,NA,NA,NA,NA,NA,NA,NA,200,200,199.3,199.3,24.85,1.1666666665999976,140.58333333335,261.63333333329996
5203962,-14.4572222222,46.4372222222,55,389.4945112098,217.15049355,NA,NA,NA,NA,NA,NA,NA,NA,269,269.1,268.2,247,24.0333333333,1.5,125.43333333334999,241.6666666667
5204003,-15.8005555556,46.9266666667,926,267.1048417222,107.5018440715,NA,NA,NA,1132,1044,1044,1044,1117.4,1117,1117.4,1113.5,1127.6,21.40833333335,2.5833333333000006,131.1125,248.0083333334
5204102,-18.7633333333,50.9416666667,483,292.0451486548,460.0157264671,NA,NA,NA,1533,1533,1533,1533,1659.4,1659,1659.4,1654.2,1654.6,23.543333333299998,2.7799999999999976,136.1866666667,230.56
5204201,-16.6677777778,50.6469444444,764,148.6062287892,306.693607812,NA,NA,NA,442,494,494,494,417.1,417,417.1,415.7,422.8,24.083333333349998,1.8333333333000006,137.7833333333,251.89999999999998
5204250,-18.4916666667,49.475,459,202.0322563627,342.2312405747,NA,NA,NA,NA,NA,NA,533,522.7,522,522.7,521.1,521.1,23.450000000000003,2.6999999999999993,131.9666666667,238.8
5204300,-18.5566666667,51.1308333333,469,287.9060241456,458.7467003147,NA,NA,NA,2565,2565,2565,2565,2257.8,2257,2257.8,2250.8,2251,23.74523833335,2.9476166667,135.84762,227.5714266666
5204409,-16.9566666667,51.8102777778,692,274.2241529306,434.577337546,15425,15026,16141,10166,10166,10166,9279,8682,8682,8682,8653.2,8637.9,23.073075000000003,2.4615366666000007,139.7185933333,249.17307999999997
5204508,-17.7416666667,48.625,686,135.3400205669,229.4320126814,1841,2456,2630,1792,1792,1792,1792,1594.7,1594,1594.7,1589.5,1596,22.836666666649997,3.5133333333000003,130.43666666664998,240.51333333329998
5204557,-16.7141666667,49.0019444444,866,27.1589809844,154.3783578036,NA,NA,NA,NA,NA,NA,NA,NA,312,312.8,311.7,250.9,22.116666666649998,2.766666666700001,128.0833333333,235.9
5204607,-16.7622222222,49.6944444444,651,47.8863182908,217.7276569398,NA,NA,NA,NA,293,293,293,274.7,274,274.7,273.8,273.8,24,2.133333333400003,131.41666666665,244.1666666667
5204656,-13.79,48.5711111111,690,327.9415946182,230.734298163,NA,NA,NA,NA,NA,NA,1476,1981.7,1981,1981.7,1974.4,1974.4,24.41333333335,1.1733333333000004,140.15666666665,267.8333333333
5204706,-14.3113888889,49.1511111111,537,262.1772864031,208.9185146067,NA,NA,NA,NA,1876,1876,1876,1072.1,1072,1072.1,1068.2,1067.2,24.35,1.1444466666000004,143.41666666665,272.5666666667
5204805,-17.6330555556,47.7783333333,877,189.2284404395,205.7386699271,NA,NA,NA,2403,2403,2403,2403,2471.2,2471,2471.2,2463.2,2463,21.64524,3.461906666600001,136.27142616670002,249.31428100000002
5204854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.6,NA,NA,NA,NA
5204904,-13.0366666667,46.7716666667,643,483.4872517792,328.195648985,NA,NA,NA,701,701,701,701,785.8,785,785.8,782.8,724.1,24.68333333335,0.6333333333000013,133.2833333333,259.5
5204953,-14.2577777778,49.6575,420,271.3561969735,250.7726104529,NA,NA,NA,NA,NA,NA,NA,443.3,443,443.3,441.7,441.6,25.425,1.1499999999999986,146.47500000000002,280.0833333334
5205000,-15.3536111111,49.7075,629,154.4539195564,196.4386572886,NA,NA,NA,552,552,552,634,592.5,592,457.5,455.9,418.5,24.6,1.0666666665999998,146.78333333335,274.1666666667
5205059,-18.0888888889,50.2227777778,442,186.9854049001,353.52220199880003,NA,NA,NA,NA,NA,NA,NA,NA,298,298.4,297.4,297.4,24.23333333335,2.666666666700003,133.38333333335,239.4333333333
5205109,-18.1658333333,47.9463888889,835,215.3873723585,264.0782314309,12800,7153,5045,4364,4197,4197,4197,3789.5,3789,3789.5,3777.4,3821.5,22.0119066667,3.4619,134.00714783335,249.2381043333
5205208,-16.4469444444,49.4938888889,763,36.2419217059,182.897821553,NA,NA,NA,204,215,215,215,207,207,207,206.3,207.3,22.9833333333,1.8999999999999986,134.28333333335001,246.9666666667
5205307,-13.7975,47.4583333333,823,372.6222951133,225.1240680365,15500,19355,14156,9486,9425,9425,9425,6979.5,6979,6979.5,6953.5,6953.7,23.6537016667,1.0962899999999998,134.399998,256.60740400000003
5205406,-15.3083333333,49.5983333333,571,156.0533026295,186.4504941838,NA,NA,NA,1053,1053,1053,496,456.6,456,456.6,455,214.3,24.5166666667,1.1000000000000014,147.65,276.2333333334
5205455,-16.9719444444,49.7758333333,596,64.41188613,237.2921186847,NA,NA,NA,NA,NA,NA,NA,417.2,417,417.2,415.8,415.8,23.85,2.4333333334000002,130.21666666664999,240.96666666669998
5205471,-18.4075,52.5488888889,725,398.7671867022,571.2245911944,NA,NA,NA,NA,NA,NA,NA,NA,2190,2190.7,2183.9,2185.1,22.69761833335,3.2714233332999996,137.29761166665,222.37617666670002
5205497,-16.0772222222,47.9263888889,1057,156.6626001009,32.9231394167,NA,NA,NA,NA,NA,NA,NA,NA,389,389.8,388.5,389.9,20.6416666667,2.6499999999999986,132.575,249.64999999999998
5205513,-15.7944444444,48.7758333333,1152,110.3889322394,90.6765631703,NA,NA,NA,NA,NA,NA,NA,NA,1794,1794.3,1788,1789,22.00000166665,1.7777766666999995,140.211105,257.4333233334
5205521,-14.1513888889,48.0783333333,535,306.8009347591,180.8827086751,NA,NA,NA,NA,NA,NA,NA,1714.5,1714,1714.5,1708.2,1708.2,24.3222233333,1.27778,136.32777783334998,261.6444443333
5205703,-16.2938888889,50.5480555556,563,144.5960801638,285.9299955403,NA,NA,NA,448,448,448,448,463.9,463,463.9,462.3,462.3,24.4416666667,1.4499999999999993,139.25833333335,257.4166666667
5205802,-15.9236111111,48.8086111111,962,96.1537650451,95.4812179219,4427,2706,4904,2993,2993,2993,2993,2860.4,1066,1066.2,1062.5,1062,21.55,1.9333333334000002,136.8833333333,249.79999999999998
5205901,-18.1425,48.5613888889,633,177.9428089739,270.0063978798,4260,2497,2053,1954,1954,1954,1954,1880.9,1880,1880.9,1875,1883.7,22.88055666665,3.7166666667,127.73334433334999,237.3889113333
5206206,-16.7686111111,47.6136111111,1189,175.2107560041,114.5313522244,6730,4787,5350,6362,6362,6362,6362,6188.7,6188,6188.7,6167.9,6162.1,20.97647,3.0705933334000015,135.54901083335,251.62351166669998
5206305,-17.1991666667,48.7058333333,802,82.020109042,177.6017975103,NA,NA,NA,200,135,135,135,226.1,226,226.1,225.3,225.4,21.95,3.166666666600001,129.9,237.6666666666
5206404,-14.5488888889,49.9691666667,389,247.8368493947,258.0509372064,NA,NA,NA,15523,15523,15523,6041,5836.1,4678,4678.4,4661.5,4661.2,25.22255166665,1.1078433333,147.159802,279.499996
5206503,-17.2866666667,49.3813888889,694,68.6502263969,227.6526184039,NA,NA,NA,404,404,404,404,371.1,371,371.1,369.9,364.1,22.85,2.766666666599999,128.4333333333,236
5206602,-18.2630555556,48.1511111111,692,210.8848397152,275.8423236141,NA,NA,769,577,577,577,577,573.6,573,573.6,571.8,570.5,22.56666666665,3.6333333333000013,129.1666666667,242.2
5206701,-14.5638888889,46.1772222222,746,404.4960207632,231.4537856046,NA,NA,NA,573,370,370,370,416.9,416,416.9,415.4,415.3,23.450000000000003,1.6999999999999993,123.96666666665,237.66666666670002
5206800,-16.2525,49.37,819,48.758529283,162.789235029,NA,NA,NA,93,93,93,93,84.9,84,84.9,84.6,84.5,22.48333333335,1.9666666667000001,136.9166666667,250.70000000000002
5206909,-18.1530555556,47.5616666667,771,242.8134104013,265.5672274221,NA,NA,NA,NA,167,167,167,521.8,521,521.8,520.1,481.3,22.383333333350002,3.566666666699998,133.1166666667,251.70000000000002
5207105,-16.2341666667,51.2555555556,506,219.3481595614,359.5152048005,NA,NA,NA,4e3,881,881,881,689.6,689,689.6,687.3,687.3,24.325000000000003,1.8833333333999995,140.4416666667,260.05
5207253,-16.7202777778,52.3194444444,509,326.9998422956,480.6857125562,NA,NA,NA,NA,NA,NA,3064,3218.2,3218,3218.2,3207.4,3222.9,23.380305,3.0272766666000024,139.64547,253.4363933334
5207352,-17.4238888889,49.6633333333,578,93.2908862025,259.4833090048,NA,NA,NA,NA,NA,NA,NA,605.6,605,605.6,603.6,603.7,23.8166666667,2.5,130.2,240.2666666666
5207402,-17.3383333333,49.9313888889,601,102.6425730344,274.5861171648,NA,NA,2066,2465,2465,2465,2024,1466.3,1466,1466.3,1461.5,1461.5,23.973333333299998,2.5199999999999996,131.37333333335002,240.98666666670002
5207501,-13.8683333333,49.0725,453,311.5752017408,244.6645887246,NA,NA,NA,376,538,538,538,302.8,302,302.7,301.6,301.6,24.98333333335,1.1333333333000013,143.5,274.86666666660005
5207535,-15.4461111111,50.3605555556,360,180.6246270249,263.2891574835,NA,NA,NA,NA,NA,NA,NA,1951.8,1951,1951.8,1944.9,1945.7,24.769443333349997,1.0166666667000008,144.83888883335,271.2555556667
5207600,-16.1830555556,50.7797222222,476,171.9484642173,308.3360499431,NA,NA,NA,991,952,952,952,1285.7,1285,1285.7,1281.3,1281.4,24.988888333349998,1.5777766667000002,140.3555555,261.8222223334
5207808,-16.5819444444,50.305,685,112.6591924281,269.0829231323,NA,NA,1114,86,462,462,462,407.5,407,407.5,406.1,423.6,24.23333333335,1.666666666700003,136.3833333333,251.7
5207907,-14.4486111111,47.0502777778,440,341.7099597821,175.0187670485,NA,NA,NA,NA,2746,2746,2746,3722.8,3722,3722.8,3709.3,3709.4,23.854166666650002,1.719446666699998,130.1874945,251.0305443334
5208004,-15.5372222222,47.3344444444,916,241.0806393753,69.2364921667,7735,8029,14085,7764,7854,7854,7854,6891.7,5827,5827.7,5807.2,5811.8,22.57549,2.2058800000000005,132.24118833335,252.9333566667
5208103,-13.6536111111,48.8819444444,569,337.1002292141,256.6290189916,NA,NA,NA,NA,3244,3244,3244,847.4,847,847.4,844.3,844.3,24.03333333335,1.0666666667000015,142.433339,270.511122
5208152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,NA,NA,NA,NA
5208301,-13.295,46.3930555556,620,484.6253214845,320.9597223888,NA,NA,NA,1039,1039,1039,1039,834.3,834,834.3,831.1,831,24.55833333335,0.6833333332999985,132.08333333335,256.53333333330005
5208400,-16.5105555556,49.0238888889,982,30.7950707873,142.2589235824,NA,NA,NA,248,248,248,248,270.3,163,163,162.4,162.4,22.3333333333,2.6000000000000014,129.20000000000002,238.0666666666
5208509,-18.1316666667,48.085,848,203.1970016561,260.8155306398,NA,1582,902,639,639,639,639,562.5,562,562.5,560.7,564.7,22.2666666667,3.3999999999999986,132.15,244.3666666666
5208608,-15.3175,49.1175,640,151.3267232642,137.3020271462,NA,NA,NA,1215,1215,1215,1654,1419,1419,1419,1414,1547.3,23.200000000000003,1.266666666599999,148.05416666665,273.3583333333
5208707,-16.6786111111,49.2538888889,749,0,173.0268051012,975,4412,1505,1312,929,929,929,789.7,NA,743,740.5,732.8,22.741666666649998,2.483333333299999,128.35833333335,237.2166666667
5208806,-16.4961111111,49.4263888889,757,27.3277305582,178.6446595394,NA,NA,NA,287,287,287,287,334.4,201,201.1,200.4,209,22.950000000000003,2.3000000000000007,129.66666666665,239.9333333333
5208905,-15.9344444444,50.1402777778,496,125.5228975516,237.4006776575,40286,67888,31649,8833,6535,6535,4611,3118.8,3118,3118.8,3108,3108,24.865000000000002,1.0366666666000022,142.195,265.1566666666
5209101,-18.0125,49.3547222222,774,148.0162530821,290.0202855841,NA,4662,4409,4453,2800,2800,2800,3088.9,3088,2483,2475.1,2475.1,23.65833333335,2.823333333299999,130.75333333334999,238.3733333333
5209150,-18.6425,50.0661111111,395,233.8227246851,389.903420094,NA,NA,NA,NA,NA,NA,NA,833.3,833,833.3,830.7,824.3,24.12916666665,2.7583333333000013,132.98333333335,236.2166666667
5209200,-16.8305555556,49.5319444444,707,34.0850198797,206.990912172,NA,NA,1189,401,401,401,401,533.6,533,523.1,521.4,516.8,23.60833333335,2.3833333333000013,129.725,240.15
5209291,-15.6141666667,50.0238888889,669,143.7301459459,225.2379130684,NA,NA,NA,NA,NA,NA,NA,NA,206,206,205.3,205.3,24.03333333335,0.9333333332999985,143.75,265.8333333334
5209408,-13.9358333333,46.4802777778,521,425.2600210662,256.8287638485,NA,NA,NA,NA,1476,1476,1476,1233.8,1233,1233.8,1229.3,1229.1,23.97222333335,0.9666666667000001,129.68332216665002,248.4777556667
5209457,-14.7316666667,49.7016666667,480,220.7256587002,222.897474333,NA,NA,NA,NA,NA,NA,NA,598,598,598,595.9,595.9,25.0833333333,1.1000000000000014,147.13333333334998,278.9666666667
5209606,-15.7188888889,49.8291666667,658,122.7342954226,203.6769244615,NA,NA,NA,NA,353,353,353,230.5,230,230.5,229.7,229.6,24.133333333350002,1.066666666699998,144.42499999999998,267.6166666666
5209705,-16.9622222222,49.2280555556,814,31.5074899666,190.697705267,NA,NA,1287,1084,1084,1084,1084,947.4,947,947.4,944.3,943.9,22.494445,2.6777766666,127.50555,234.41109999999998
5209804,-14.7244444444,49.465,603,217.423529381,202.0828367954,NA,NA,NA,463,463,463,463,582.5,582,582.5,580.4,580.4,24.1,1.1333333333999995,146.9166666667,275.79999999999995
5209903,-14.0958333333,46.6316666667,571,401.1626099323,232.8487828118,NA,NA,NA,1546,1546,1546,1546,1631.3,1631,1631.3,1625.4,1550.4,24.78,1.266666666599999,129.97333333334998,252.14666666669999
5209937,-18.4880555556,49.9872222222,442,214.8628230421,371.1879929189,NA,NA,NA,NA,NA,NA,NA,NA,690,690.5,688.4,688.4,23.68333333335,2.7222266666999992,132.394445,238.0777766666
5209952,-17.1380555556,49.9880555556,550,93.2934120385,266.2953187902,NA,NA,NA,NA,NA,NA,1227,959.6,959,959.6,956.5,956.5,24.13889,2.366666666599997,132.11666066665,242.7888786667
5210000,-16.3577777778,49.4961111111,770,43.9240736181,179.3989073103,NA,832,721,549,549,549,549,616.3,616,616.3,614.2,613.2,22.775,1.7833333333999981,137.29166666665,251.68333333330003
5210109,-17.7219444444,48.1597222222,764,163.9527771618,216.3367845525,7309,7409,5901,4691,4691,4691,4691,4382.6,4382,4382.6,4368.4,4369,21.9884616667,3.57179,135.35128716665,247.8512923333
5210158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.3,NA,NA,NA,NA
5210208,-16.4419444444,51.1177777778,584,200.659464083,348.8408435612,NA,NA,2829,908,908,908,908,1030,1030,1030,1026.5,1026.4,24.2916666667,1.8500000000000014,139.79166666665,257.61666666670004
